reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ef48b96b-dd28-40c5-ba09-81b2d0a27147,Tri Suyarno,https://play-lh.googleusercontent.com/a-/ALV-UjUFJaUrQ93l4zZALLDytScoCOqdLls3-p0C1QkrADJW2N4,"Selama 4 tahun ini developer sirekap ngapain? server ga ada perbaikan, dan dari dulu aplikasi ga ada perkembangan apa2, paling gak saat pengambilan gambar tambahin fiture flash atau paling ga resolusi pengambilan foto di naikkan, kasian buat operator sirekap yg sensor kameranya ga bagus, hasil foto jadi kayak VGA, noise dimana2.",1,364,2.48,2024-02-20 20:48:04,,,2.48
eb958095-d4dc-4609-b655-e785fc76eec7,Soyou Sistar,https://play-lh.googleusercontent.com/a-/ALV-UjWF-YMY4aNPZMeCQtVN96F134b43-AthbB98_AlVhpDOA,"Untuk sekelas pemilu yang menentukan pemimpin Indonesia, aplikasi ini benar2 sangat tidak layak karena segala fitur yg ada tidak memumpuni dari server yang sering down, upload foto yg sering keliru di bagian pemotongan, deteksi angka yang tidak otomatis, tidak ada nya fitur edit untuk data panwas, saksi dan PPS, dsb semoga di pemilu berikutnya aplikasi ini bisa di perbaiki lagi ya dan di buat lebih user friendly agar mudah di pahami sama pengguna yg masih newbie",1,24,2.48,2024-02-17 13:03:10,,,2.48
182879fa-65cb-4ed2-aa11-da67e6e4af7c,Just Putra,https://play-lh.googleusercontent.com/a-/ALV-UjXZwUyuUZtumguBd_K2sbxJr68Mi71pPloShF8BOCsAEQ,"Niatnya sudah bagus cuma kurang memanfaatkan waktu untuk mempersiapkan aplikasinya saja. Verifikasi dokumen terlampau lama keburu form c hasil dikembalikan ke PPS, sebelum di update sebenernya sudah bagus bisa tulis hasil secara manual jadi bisa double checking. Kualitas kamera dari aplikasi juga terlampau buruk dan tidak ada fitur flash nya.",2,1,2.48,2024-02-21 17:06:29,,,2.48
9d6a77c1-3bf8-4080-9ce6-251a025a5aac,Kholikul Bari,https://play-lh.googleusercontent.com/a-/ALV-UjW6yxgLJYJ47DaRddm9JaWywrzBTZjst2InBCfPJNzGRc4,"Gimanan ini foto si rekap tidak bisa jernih tidak bisa seperti bawaan hp yang bisa di atur, hasil gambar kadang tidak akurat harus edit sendiri, untuk server di akses banyak orang eror, data yang sudah di submit tidak bisa di ubah, tampilan sederhana tidak menarik, saran untuk kedepannya mending di uplod saja scan melalui camscaner biar jenih tidak buram hasilnya pun lebih maksimal tidak merepotkan si admin rekap tps ada tugas lain dan tingkatkan lagi servernya biar tidak eror",1,15,2.48,2024-02-17 09:14:08,,,2.48
a1024bfe-e002-49c1-870e-ea8d5976de33,the wolf,https://play-lh.googleusercontent.com/a-/ALV-UjWIk5AFF2oDeVQ87i5go8dtsTYITI0tL_YIHGioUGlN9g0,"please benerin post processing untuk foto c hasil nya, saya temui di beberapa hp hasil foto jadi burik (pixleated) padahal reso sama 1000x1700 an.. tapi kok di saya hasil nya jadi kaya burik bgt yah.. terus bug nya di beberapa hp .. circle bar nya muter terus saat kunci dokumen.. hadeh.. saran jg nih.. crud nya tolong di terapin.. gaada edit ama hapus loh di opsi tambahkan saksi, pps dan panwas.. ini gimana sih wkwk.. tambah lah.. kita semua manusia kadang juga bisa salah input dan perlu edit",1,1,2.48,2024-02-19 22:03:00,,,2.48
ff52fc4a-ab60-4339-b6b5-2985eb3bb253,Wika prawita sari,https://play-lh.googleusercontent.com/a-/ALV-UjUYCXWV0v8F3lvfqmu9F05yhqbpo6vWfENUn2N9-U4IiRs,"saat menggunakan aplikasi sirekap tidak bisa mengunci dan membuat dokumen, tp setelah uninstall dan di instal ulang baru bisa bekerja, tp tidak untuk semua diulangi cara yg sama, malah katanya akun di nonaktifkan. ini cara ngatasinya gimana ya? kalau seperti ini kerjaan tidak akan pernah selesai",1,2,2.48,2024-02-21 07:51:11,,,2.48
cebb64c8-9e5e-48cf-b491-848ab8cebf9b,Fajar Agus Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjUJGW6w9tRq_Sy7Sl-6B-yfxcaf_JC-tcLwZT_XGH4e-IQ,"APLIKASI GAGAL. Banyak bug, over akses jadi Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur kenapa gapake kamera bawaan HP kaya daftar hadir. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya aplikasi gabagus buat pemilihan yg minta cepat tapi aplikasi banyak masalah.",1,57,2.48,2024-02-21 16:10:37,,,2.48
a3b99072-1e95-458c-9814-8fca7e28e35d,Starlex_104 channel,https://play-lh.googleusercontent.com/a-/ALV-UjXecSq5pBB5SENJ3Mw8Rq6RgWrG6bPOtuy9AAaCUkFLC4c,"Saran dari saya, ai input yang bisa di edit. Tambahkan coding (bila online, tetap dapat diedit kalau memang mau dikoreksi. Jika offline, nanti setelah lengkap baru upload). Tidak harus metode offline dengan online. Agar tidak kejadian seperti ini (banyak KPPS yang tidak upload) gara"" verifikasi saat online (lupa mengaktifkan mode pesawat). Untuk total suara sebaiknya dikunci, dan menghitung otomatis dari data yang telah diinput. Aplikasi dibuat untuk mempermudah, bukan mempersulit.",1,19,2.48,2024-02-15 22:31:37,,,2.48
be379d36-4efc-45cf-9904-df57f6aed9ff,Arsyi J,https://play-lh.googleusercontent.com/a-/ALV-UjVASY4aYx2C3lodVTVErVGhS9t795QhXsC2T0dsnf6WBXk,"Aplikasi yang menyusahkan dalam perhitungan kpps 1. foto kertas selalu tidak akurat 2. Server sangat lemah (mungkin kurang anggarannya, butuh dana lebih Rp.100m) 3. Aplikasi tergolong gampang di jebol karena tidak server sided 4. Sangat menyusahkan pengguna karena tidak bisa ambil foto dari storage hp 5.aplikasi tergolong lemot masih banyak bug dan pengembangan yang lambat dan asal asalan (Saya menggunakan sdm 7+ gen 2 tetapi aplikasi masih sangat lambat) 6. Masih banyak sampai no 13 dsb",1,492,2.48,2024-02-15 11:17:32,,,2.48
fe11668c-8837-4b3f-97b4-6bb2ba66b677,Bang Maul,https://play-lh.googleusercontent.com/a-/ALV-UjXjobxT5K-qXfWY5Tzk2lL_qR5NYMJu7IpySHyBmAtCfA,"Bukan mempermudah malah mempersulit,mulai dari sinyal padahal pake aplikasi lain lancar lancar aja,kualitas fotonya jelek percuma penerangan bagus tulisan bagus kalau fotonya burem mah,terus pendeteksi angka nya juga parah masa angka 1 terbaca angka 7 lah 6 lah 4 lah padahal udah di tarik lurus gak pake topi angka lain nya juga sama,,, Kalau niat mau pake aplikasi coba buat dari lama, ini mah satu bulan mau di pake baru bikin haduuuh parah,jadi kpps sekarang cuma buat uji coba parah parah",1,12,2.48,2024-02-16 17:25:14,,,2.48
4236347d-0a3d-4817-8164-474d991412bc,Muslimin,https://play-lh.googleusercontent.com/a-/ALV-UjUlDX4G02t7Tb7I5XVYaWBzKRxe8lkkbIQ9Xyh-fNFJpg,"Saya kasih tau waktu di lapangan yah min. 1. app kurang membaca 100% , x terbaca 1 2. tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3. Sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4. Terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5. Ini yang paling nyebelin , kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung.",1,8,2.48,2024-02-18 20:14:33,,,2.48
35fd099f-e115-4f0f-b95d-32de5f0fdd62,Bbirong Dan,https://play-lh.googleusercontent.com/a/ACg8ocL_X23a9G11kSkJomA8Rbqd3zP9hppt42_Z-tlVVGSF=mo,"Aplikasi butut, herannya kpu dikasih waktu 5 tahun untuk buat ni aplikasi tapi hasilnya malah seadanya, kayak ga niat buat (lebih ke ""hemat budget"" mungkin). Gak bisa unggah foto dari galeri, kualitas foto jadi jelek banget + blur, gak ada flash, sudah diunggah suka minta foto ulang yang mana itu buat repot. Lain kali kalo diamanahkan untuk buat aplikasi tolong buatlah dengan sebaik mungkin, masukan dari teman"" yang sudah diulas tolong dipikirkan.",1,49,2.32,2024-02-26 20:47:32,,,2.32
cecae6f3-b000-42b3-aaa0-b13bbb7bcafe,Khoirul Tamam,https://play-lh.googleusercontent.com/a-/ALV-UjXifctU5aaiD6VyWjq6iSEKFHSliSkKZUVwWxkTAaF2iw,"APLIKASI GAGAL. Suka nge bug, over akses bikin Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya. Aplikasi PEMILU dari tahun 2019 sampe sekarang gak ada perubahan.",1,411,2.41,2024-02-16 19:29:00,,,2.41
9fd254d8-6816-4038-8615-22bc1c3c2bf3,Daniel Nugroho Wicaksono,https://play-lh.googleusercontent.com/a-/ALV-UjUydlpefvHKPR_wLtokKab0EIudARBAdLDW9mzXmq9vekM,"Masih banyak kekurangan. Salah satunya tidak bisa mengaktifkan lampu flash saat mau foto. Coba ditambahkan fitur menyalakan flash, untuk membantu saat foto. Mungkin kedepan bisa dipikiran yang discan adalah C-salinan yang berukuran A4, dimana sekarang hampir tiap TPS dilengkapi dengan printer yang bisa scan dan copy.",3,4,2.48,2024-02-18 15:26:09,,,2.48
f656be6e-ed29-4305-ba2b-983389ee6fbf,Nick Names,https://play-lh.googleusercontent.com/a-/ALV-UjVkarVhqEWWZVEY3x0mqv4_GcXnwX8nyB9-1W73fZQQpFs,"Made in pemerintah dari dulu gini mulu ya. Minusnya ga bisa auto focus (fitur utama sebuah aplikasi yang menggunakan kamera), ga bisa menyalakan flash (fitur tambahan untuk memperjelas objek foto), ga bisa pake foto di galeri (fitur tambahan jika minta foto ulang). Dan server kurang kuat",1,2,2.52,2024-03-01 15:18:29,,,2.52
0e5dd82b-cfbc-42a6-a96e-ea63cb87bfc0,Hadi pramana,https://play-lh.googleusercontent.com/a-/ALV-UjXTcZe8KXXcNNeLyGDy1WBK5AsZFBRoeUK1OFXDjsV3jLg,"Sy beri rating 4 bintang sbg bentuk apresiasi. Aplikasi ini blm bisa bekerja maksimal terutama ketika proses membaca / menganalisis foto form c hasil plano yg kita upload sangat2 lama sekali, Sampai 5 hr setelah tgl pemilu masih blm selesai proses. Sehingga kita tdk bisa mengunci dan membuat dokumen c hasil. Sy berharap kedepannya bisa lebih baik terutama dlm daya dan kapasitas servernya.",4,89,2.48,2024-02-17 19:02:30,,,2.48
5e0ceee0-e64e-4732-8e9f-32f314a0b6a1,All Hudha,https://play-lh.googleusercontent.com/a-/ALV-UjUoSvuPsKf8tUSHKimEXnlPmfq6gNIs0BZbGTh9IbDZeQ,"aplikasi yang gagal udah foto beberapa kali tapi masih belum di kenali, bukannya membantu jalannya pemilu malah mengganggu. tolong sebelum di realis aplikasinya harus sesuai dengan kebutuhan dan fasilutasnya sudah memadai jangan masih dalam perbaikan tapi sudah di gunakan.",1,0,2.48,2024-02-20 09:13:32,,,2.48
472601a3-0663-4753-afb1-23ac679687dd,Moh Ikhsan Purnomo Al-Bairuny,https://play-lh.googleusercontent.com/a-/ALV-UjVptHG_JJib-42imzysYzNfStiviUalpf-sv3RiIo1KYpTC,"Dimohon dengan hormat untuk instansi terkait, klo semisal sudah terbaca oleh aplikasi dimohon perbaiki lagi servernya. Padahal jaringan yg sya pakai sangat stabil dan perangkat yg digunakan pun memadai sesuai arahan yg sudah diumumkan jauh-jauh hari menjelang pemungutan suara.",1,0,2.48,2024-02-17 09:54:16,,,2.48
db1cb1ba-d978-475f-af89-7f964aed8d76,I Putu Subawa,https://play-lh.googleusercontent.com/a-/ALV-UjWRbGnRAMIftO9geicgL9t8QxIVdKdTdTp20FrWZRqGhQ,"Kalau belum sempurna tidak usah di pakai dulu, Petugas kpps sudah pusing, di tambah aplikasi yang bobrok. Laporan C hasil tidak bisa di edit. Login lama. Upload data lama, dan sering log out Sendiri. Intinya sempurnakan dulu, Baru Di Pakai.",2,0,2.48,2024-02-20 06:41:03,,,2.48
dd5cafeb-9640-4b1e-9795-be5676dd76b5,Kristiani,https://play-lh.googleusercontent.com/a-/ALV-UjXdIbwRYeEUgj4JuqDZRJza1kWcOLn_3UJuzHmD-NkhPgg,"Aplikasi Paling jelek diantara aplikasi-aplikasi yg ada di play astor, aplikasi yg selalu minta update, pas dihari ingin di gunakan banyak kendalanya, bikin Nambah pusing Untuk kerja, Tolonglah kalau aplikasinya masih di kategorikan abal-abal ni, di perbaiki lagi biar bisa lebih baik kedepannya gak ada kendala dll.",1,0,2.48,2024-02-15 20:18:07,,,2.48
05417d76-2d13-417d-8e5c-1bf7c2282fe1,Nofia Abdilah,https://play-lh.googleusercontent.com/a-/ALV-UjU5i2KRSXk38Wrvipwbnz4ZrB8rQ92DAM0UHmkCcl1YPg,"Tolong lebih ditingkatkan lagi, terutama kamera agar fokus dan dikasih flash.. upload terlalu lama dan data yg terbaca salah jd harus edit sendiri.. sangat membuang"" waktu dan memperlambat kinerja. Fitur edit ditambahkan, jangan skali pencet g bsa berubah lagi 🥲 agar bisa di edit sampai data bner bner sesuai.. Cukup membantu dr pada yg sebelumnya tapi banyak nyusahinnya ini aplikasi 🥲🤣",2,120,2.41,2024-02-16 23:12:49,,,2.41
d85da3e0-d42a-4c08-849c-b8135980fbca,Kesit Dwi Sucahyo,https://play-lh.googleusercontent.com/a/ACg8ocIW6YMjMgC-zaSq6bxbWu88eLnqu9yHUCHVGGumZnPhwg=mo,"Aplikasi sangat tidak layak digunakan, tidak akan mempercepat tapi malah mempersulit mohon disempurnakan lagi, sangat banyak kekurangan: 1. Pada saat hp posisi online di aplikasi terdeteksi offline 2. Saat unggah foto aplikasi tidak benar "" Bisa membaca angka di c. Plano 3. Unggah foto pada menu DPR waktunya sangat lama Dll.....!!!!! Masih banyak kekurangan ! !!!!!!",1,918,2.41,2024-02-12 08:37:50,,,2.41
f11fc848-7136-4c43-90c2-941d614ac8d3,Ardi Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjXCaId1LAx7URPnHO7-L61FPpxhaqUP4JvoHzLkU0v9MPg,"Sedikit saran ttg aplikasi ini, aplikasi ini agar bisa mengakses kamera utama supaya gambar yg di ambil lebih tajam hasilnya, karna selama uji coba kemarin gambar yg di ambil rata"" blur walaupun pencahayaannya cukup, padahal banyak teman"" sirekap punya device yg lumayan bagus dr segi kamera. Hasil gambar itu jg sangat mempengaruhi saat upload gambar yg sering gagal/tidak terbaca oleh sistem, Mohon untuk diperbaiki atau ditingkatkan. Terima kasih.",2,173,2.41,2024-02-12 04:12:06,,,2.41
1fe5ed22-2d2d-4cce-95ed-942e667cd7d3,Fatima zaura,https://play-lh.googleusercontent.com/a-/ALV-UjWow26G7ujiAejI6-r1c-Dpw6sPNRkZBqViX-G0H5HJag,"Mempersulit, sepertinya apk nya belom layak digunakan. Angka yg terfoto dengan yg terbaca tidak sesuai,kadang juga tidak terbaca. Bisa di edit jatuhnya nyalin hasil. Mohon di tingkatkan terimakasih.",1,598,2.41,2024-02-13 18:36:56,,,2.41
b21deee4-2607-407e-a9d7-b116dbba95c5,Mulya Akbar,https://play-lh.googleusercontent.com/a-/ALV-UjUO8KcprBx-PPUyWxOkDnQvyipAvLWGEtwxkNnK9-gONw,dari instansi bersangkutan....😁 alangkah bagusnya sebelum dilaksanakan pemilu aplikasi sirekap diuji coba dulu dalam riset dan diambil sampel yang banyak agar tau kelemahan dimana supaya bisa diperbaiki. jujur untuk skrng aplikasi sirekap banyak kelemahannya terutama dalam hitungan suara di sirekap dengan Plano yang terjadi ketidak sesuaian dalam hitungan suara yang tidak bisa diubah atau disesuaikan dengan Plano. ada apakah itu pihak penyelenggara.....?🤫 mohon perhatiannya dan terima kasih 🙏,1,18,2.41,2024-02-18 03:34:52,,,2.41
37aa1ed7-3858-4248-b460-8481edb45676,Megy Rizal,https://play-lh.googleusercontent.com/a-/ALV-UjVAYbwVrX90moJrsnIk6HV6iKNITWKf7QgeJyDauoF6pYA,"Aplikasi parah. Sekelas pemilu aplikasinya kok begini. Mulai dari sering eror, ada instruksi harus ofline tiba2 harus online, dan anehnya beda hasil antara hasil real dan pembacaan hasil di aplikasi. Dan itu tidak bisa diedit oleh operator sirekap! Kalau seperti ini gmn ga dinamakan curang?",1,4,2.41,2024-02-16 19:42:20,,,2.41
6474d00d-9517-4be6-861f-ce0f12bd9471,Taryumi Taryumi,https://play-lh.googleusercontent.com/a/ACg8ocKboX3WkeakQT6m80fsEWIr8lvc8KVbNnoQ5bJf5V7W=mo,Untuk pengambilan gambar padahal secara otomatis sudah pada titik posisi yang pas tetapi kenapa hasilnya selalu ada keterangan pengambilan gambar salah padahal sudah di update ke versi terbaru Tolonglah tingkatkan lagi kualitasnya kecepatannya dan sistem nya di perbaiki lagi kalau begini terus sampai hari H ujung ujungnya ya pakai salinan rekapitulasi secara manual,1,49,2.41,2024-02-12 20:39:04,,,2.41
c7fb3a50-54cb-4964-9794-c4f09ac2b8f6,Yanwar Ramadhan,https://play-lh.googleusercontent.com/a/ACg8ocKC2YlLU7OLFNDdaPUwtjZ_xWI0VVD92n4DEmDWUVxi=mo,"Untuk developer mohon maaf nih aplikasinya masih bobrok sekali, 1. Server sering down ( sepertinya anggarannya kurang banyak kah buat isi dompet? ), 2. Kamera dari aplikasi gk bisa di buat fokus manual + gada fitur flash padahal untuk penghitungan bisa sampai malam hari sehingga kualitas foto sangat jelek, 3. Uji kelayakan minimal 1 tahun-1 bulan sebelum pemilu kek supaya kpps tidak terbeban i waktu hari H karena sudah kurang tidur tetapi juga harus mengisi di aplikasi yang masih bobrok",1,1,2.41,2024-02-17 18:31:40,,,2.41
45b5b6e8-29d7-47d7-8432-3ca401624628,yabes vridman,https://play-lh.googleusercontent.com/a-/ALV-UjUrUhSlRdlbV0_hNJTAVNvZkb9S5olCmMKyeywiquvXbg,"Aplikasi sudah bagus, hanya saja masalahnya adalah aplikasi ini banyak kekurangan.. yaitu CRUT yang pastinya Seorang orang pemograman berbasis dekstop developer ngertilah ..kalau saja ada CRUT kita bisa mengubah atau menghapus adanya pendobelan kata atau mengedit ulang kata yang salah.. jadi saran saya ada tolong perbaiki ulang aplikasi ini sehingga pengguna merasa nyaman menggunakan aplikasi ini",1,1,2.41,2024-02-15 01:50:05,,,2.41
f7e66914-b037-4a1c-a050-a977352b0a74,Sule Shdn,https://play-lh.googleusercontent.com/a-/ALV-UjXfQ1dpTmkmLFt0xyiSW0R0wIvs1rMVXZX22_uCdK8mx2Y,"Aplikasi sering log out sendiri, selain itu ketika scan foto gak langsung keluar hasil harus di foto berulang-ulang baru ketemu hasil yg pas. Menurut saya itu justru mempersulit & menambah durasi kerja anggota, tujuannya jelas baik untuk mempercepat pekerjaan dengan digitalisasi. Cuma pada kenyataannya aplikasi belum final untuk bisa di terapkan.",1,65,2.41,2024-02-11 20:50:04,,,2.41
4e1591ee-b403-4154-99eb-008fc966a11b,042_Fahriza Gymnastiar L,https://play-lh.googleusercontent.com/a-/ALV-UjW85XR2XzHdHDV_ca5Rs5sD0FRHDm4wYpi5nmjpdh2i1oI,"Sangat banyak kekurangan, aplikasi yang tujuannya untuk memudahkan malah lebih mempersulit. Pembacaan angka banyak salah, terutama X sering dibaca 8. Kemudian untuk aplikasi yang sepenting ini, tidak ada opsi untuk mengedit saksi, pps, panwas, waktu pemungutan, dan juga waktu perhitungan. Jika salah mengisi, maka tidak ada jalan kembali, kecuali direset langsung dari pusat",1,2,2.41,2024-02-17 15:47:48,,,2.41
8710ea5c-9c76-46ce-b035-647cdf3778a4,Uswatun H.,https://play-lh.googleusercontent.com/a-/ALV-UjUVCaloT79jzDCzXGRda0RbWKIushQk0a-Emo-XvU7227s,"Saran agar ada opsi tambah foto dari galeri. Gambar yg di masukan sudah sesuai dan sudah ada tanda kuning di setiap sisi tapi ujung2nya di minta untuk upload ulang atau tertulis ""gagal memuat data gambar. Tolong periksa koneksi internet anda"" padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak berubah. Bukan mempermudah tapi malah menghambat. Mohon maaf, Hpnya musti se-sultan apa agar bisa menggunakan apk ini dengan lancar :')",1,27,2.41,2024-02-13 08:54:58,,,2.41
76032b83-afe3-4eec-baa4-af91613271ac,Imanuel Christian,https://play-lh.googleusercontent.com/a-/ALV-UjW1EyktsOkUeL-0La77s-mzLORoaT0PDIeJ__WMWQ9_uI4,"Aplikasi jelek, membuat saya kerja 2x dengan data yang terhapus sendiri. login susah, angka nomor plano banyak yang harus di betulkan sendiri oleh user supaya tepat (percuma juga bila plano di tulis dengan angka digital supaya dapat terbaca, nyatanya tidak terbaca), harus memfoto ulang beberapa foto sementara hasil manual sudah di kirim ke pusat.",1,1,2.41,2024-02-16 04:37:04,,,2.41
9037456f-c097-4288-a45e-ce44891ec3ed,think centre,https://play-lh.googleusercontent.com/a-/ALV-UjWID9CM9rlsppx8Jh-TL2d1hsoPifjZ5j1_KEOW7nHt2g,"Ni aplikasi ga ada beta test ya? Kendalanya terlalu banyak. Kamera burem, baca data lama, salah baca data, log out pas kirim gambar, finger tidak di kenali dst. Oke inisiasi bagus untuk era digital, memudahkan input data KPU ataupun mengetahui hasil suara secepat mungkin. Tapi sangat membebankan untuk KPPS, bukan cara mengoperasikan aplikasinya, tapi kesiapan aplikasi ini sendiri. Saran saya, jangan di paksakan. Daripada malah terjadi hal2 yang tidak diinginkan.",1,32,2.41,2024-02-11 23:24:00,,,2.41
